;Onderwijssoort;Studierichting;Perioden;Enrollment;Freshmen
4396;Wetenschappelijk onderwijs;042 Recht;2014;27526;5710
4397;Wetenschappelijk onderwijs;042 Recht;2015;27688;5778
4398;Wetenschappelijk onderwijs;042 Recht;2016;27871;5913
4399;Wetenschappelijk onderwijs;042 Recht;2017;28621;6320
4400;Wetenschappelijk onderwijs;042 Recht;2018;29727;6874
4401;Wetenschappelijk onderwijs;042 Recht;2019;30903;7147
4402;Wetenschappelijk onderwijs;042 Recht;2020;34016;8738
4403;Wetenschappelijk onderwijs;042 Recht;2021;35844;8552
4404;Wetenschappelijk onderwijs;0421 Recht;2010;28402;5348
4405;Wetenschappelijk onderwijs;0421 Recht;2011;28019;5571
4406;Wetenschappelijk onderwijs;0421 Recht;2012;26793;5296
4407;Wetenschappelijk onderwijs;0421 Recht;2013;26820;5346
4408;Wetenschappelijk onderwijs;0421 Recht;2014;27526;5710
4409;Wetenschappelijk onderwijs;0421 Recht;2015;27688;5778
4410;Wetenschappelijk onderwijs;0421 Recht;2016;27871;5913
4411;Wetenschappelijk onderwijs;0421 Recht;2017;28621;6320
4412;Wetenschappelijk onderwijs;0421 Recht;2018;29727;6874
4413;Wetenschappelijk onderwijs;0421 Recht;2019;30903;7147
4414;Wetenschappelijk onderwijs;0421 Recht;2020;34016;8738
4415;Wetenschappelijk onderwijs;0421 Recht;2021;35844;8552
4416;Wetenschappelijk onderwijs;05 Wiskunde, natuurwetenschappen;2010;20739;5256
4417;Wetenschappelijk onderwijs;05 Wiskunde, natuurwetenschappen;2011;21665;5352
4418;Wetenschappelijk onderwijs;05 Wiskunde, natuurwetenschappen;2012;22713;5563
4419;Wetenschappelijk onderwijs;05 Wiskunde, natuurwetenschappen;2013;25122;6315
4420;Wetenschappelijk onderwijs;05 Wiskunde, natuurwetenschappen;2014;26762;6252
4421;Wetenschappelijk onderwijs;05 Wiskunde, natuurwetenschappen;2015;28484;6550
4422;Wetenschappelijk onderwijs;05 Wiskunde, natuurwetenschappen;2016;30732;7490
4423;Wetenschappelijk onderwijs;05 Wiskunde, natuurwetenschappen;2017;32650;7693
4424;Wetenschappelijk onderwijs;05 Wiskunde, natuurwetenschappen;2018;34364;7715
4425;Wetenschappelijk onderwijs;05 Wiskunde, natuurwetenschappen;2019;35780;7851
4426;Wetenschappelijk onderwijs;05 Wiskunde, natuurwetenschappen;2020;38105;8572
4427;Wetenschappelijk onderwijs;05 Wiskunde, natuurwetenschappen;2021;39356;8833
4428;Wetenschappelijk onderwijs;050 Wiskunde, natuurwetenschappen z.n.d.;2010;106;28
4429;Wetenschappelijk onderwijs;050 Wiskunde, natuurwetenschappen z.n.d.;2011;102;19
4430;Wetenschappelijk onderwijs;050 Wiskunde, natuurwetenschappen z.n.d.;2012;112;35
4431;Wetenschappelijk onderwijs;050 Wiskunde, natuurwetenschappen z.n.d.;2013;124;31
4432;Wetenschappelijk onderwijs;050 Wiskunde, natuurwetenschappen z.n.d.;2014;129;32
4433;Wetenschappelijk onderwijs;050 Wiskunde, natuurwetenschappen z.n.d.;2015;146;32
4434;Wetenschappelijk onderwijs;050 Wiskunde, natuurwetenschappen z.n.d.;2016;141;26
4435;Wetenschappelijk onderwijs;050 Wiskunde, natuurwetenschappen z.n.d.;2017;142;27
4436;Wetenschappelijk onderwijs;050 Wiskunde, natuurwetenschappen z.n.d.;2018;141;22
4437;Wetenschappelijk onderwijs;050 Wiskunde, natuurwetenschappen z.n.d.;2019;137;29
4438;Wetenschappelijk onderwijs;050 Wiskunde, natuurwetenschappen z.n.d.;2020;117;17
4439;Wetenschappelijk onderwijs;050 Wiskunde, natuurwetenschappen z.n.d.;2021;101;20
4440;Wetenschappelijk onderwijs;0500 Wiskunde,natuurwetenschappen z.n.d.;2010;106;28
4441;Wetenschappelijk onderwijs;0500 Wiskunde,natuurwetenschappen z.n.d.;2011;102;19
4442;Wetenschappelijk onderwijs;0500 Wiskunde,natuurwetenschappen z.n.d.;2012;112;35
4443;Wetenschappelijk onderwijs;0500 Wiskunde,natuurwetenschappen z.n.d.;2013;124;31
4444;Wetenschappelijk onderwijs;0500 Wiskunde,natuurwetenschappen z.n.d.;2014;129;32
4445;Wetenschappelijk onderwijs;0500 Wiskunde,natuurwetenschappen z.n.d.;2015;146;32
4446;Wetenschappelijk onderwijs;0500 Wiskunde,natuurwetenschappen z.n.d.;2016;141;26
4447;Wetenschappelijk onderwijs;0500 Wiskunde,natuurwetenschappen z.n.d.;2017;142;27
4448;Wetenschappelijk onderwijs;0500 Wiskunde,natuurwetenschappen z.n.d.;2018;141;22
4449;Wetenschappelijk onderwijs;0500 Wiskunde,natuurwetenschappen z.n.d.;2019;137;29
4450;Wetenschappelijk onderwijs;0500 Wiskunde,natuurwetenschappen z.n.d.;2020;117;17
4451;Wetenschappelijk onderwijs;0500 Wiskunde,natuurwetenschappen z.n.d.;2021;101;20
4452;Wetenschappelijk onderwijs;051 Biologie en biochemie;2010;11064;3054
4453;Wetenschappelijk onderwijs;051 Biologie en biochemie;2011;11524;3011
4454;Wetenschappelijk onderwijs;051 Biologie en biochemie;2012;11929;3082
4455;Wetenschappelijk onderwijs;051 Biologie en biochemie;2013;13131;3451
4456;Wetenschappelijk onderwijs;051 Biologie en biochemie;2014;13598;3182
4457;Wetenschappelijk onderwijs;051 Biologie en biochemie;2015;14369;3498
4458;Wetenschappelijk onderwijs;051 Biologie en biochemie;2016;15314;3787
4459;Wetenschappelijk onderwijs;051 Biologie en biochemie;2017;16297;4113
4460;Wetenschappelijk onderwijs;051 Biologie en biochemie;2018;17255;4075
4461;Wetenschappelijk onderwijs;051 Biologie en biochemie;2019;17925;4062
4462;Wetenschappelijk onderwijs;051 Biologie en biochemie;2020;19429;4763
4463;Wetenschappelijk onderwijs;051 Biologie en biochemie;2021;20394;4734
4464;Wetenschappelijk onderwijs;0510 Biologie en biochemie z.n.d.;2010;0;0
4465;Wetenschappelijk onderwijs;0510 Biologie en biochemie z.n.d.;2011;0;0
4466;Wetenschappelijk onderwijs;0510 Biologie en biochemie z.n.d.;2012;0;0
4467;Wetenschappelijk onderwijs;0510 Biologie en biochemie z.n.d.;2013;0;0
4468;Wetenschappelijk onderwijs;0510 Biologie en biochemie z.n.d.;2014;0;0
4469;Wetenschappelijk onderwijs;0510 Biologie en biochemie z.n.d.;2015;0;0
4470;Wetenschappelijk onderwijs;0510 Biologie en biochemie z.n.d.;2016;0;0
4471;Wetenschappelijk onderwijs;0510 Biologie en biochemie z.n.d.;2017;0;0
4472;Wetenschappelijk onderwijs;0510 Biologie en biochemie z.n.d.;2018;0;0
4473;Wetenschappelijk onderwijs;0510 Biologie en biochemie z.n.d.;2019;0;0
4474;Wetenschappelijk onderwijs;0510 Biologie en biochemie z.n.d.;2020;0;0
4475;Wetenschappelijk onderwijs;0510 Biologie en biochemie z.n.d.;2021;0;0
4476;Wetenschappelijk onderwijs;0511 Biologie;2010;4221;1131
4477;Wetenschappelijk onderwijs;0511 Biologie;2011;4486;1164
4478;Wetenschappelijk onderwijs;0511 Biologie;2012;4704;1189
4479;Wetenschappelijk onderwijs;0511 Biologie;2013;5174;1310
4480;Wetenschappelijk onderwijs;0511 Biologie;2014;5279;1201
4481;Wetenschappelijk onderwijs;0511 Biologie;2015;5464;1270
4482;Wetenschappelijk onderwijs;0511 Biologie;2016;5627;1346
4483;Wetenschappelijk onderwijs;0511 Biologie;2017;5905;1422
4484;Wetenschappelijk onderwijs;0511 Biologie;2018;6265;1506
4485;Wetenschappelijk onderwijs;0511 Biologie;2019;6719;1523
4486;Wetenschappelijk onderwijs;0511 Biologie;2020;7487;1839
4487;Wetenschappelijk onderwijs;0511 Biologie;2021;7970;1744
4488;Wetenschappelijk onderwijs;0512 Biochemie;2010;6843;1923
4489;Wetenschappelijk onderwijs;0512 Biochemie;2011;7038;1847
4490;Wetenschappelijk onderwijs;0512 Biochemie;2012;7225;1893
4491;Wetenschappelijk onderwijs;0512 Biochemie;2013;7957;2141
4492;Wetenschappelijk onderwijs;0512 Biochemie;2014;8319;1981
4493;Wetenschappelijk onderwijs;0512 Biochemie;2015;8905;2228
4494;Wetenschappelijk onderwijs;0512 Biochemie;2016;9687;2441
4495;Wetenschappelijk onderwijs;0512 Biochemie;2017;10392;2691
4496;Wetenschappelijk onderwijs;0512 Biochemie;2018;10990;2569
4497;Wetenschappelijk onderwijs;0512 Biochemie;2019;11206;2539
4498;Wetenschappelijk onderwijs;0512 Biochemie;2020;11942;2924
4499;Wetenschappelijk onderwijs;0512 Biochemie;2021;12424;2990
4500;Wetenschappelijk onderwijs;052 Milieu en natuurbeheer;2010;1272;371
4501;Wetenschappelijk onderwijs;052 Milieu en natuurbeheer;2011;1377;312
4502;Wetenschappelijk onderwijs;052 Milieu en natuurbeheer;2012;1604;366
4503;Wetenschappelijk onderwijs;052 Milieu en natuurbeheer;2013;1889;535
4504;Wetenschappelijk onderwijs;052 Milieu en natuurbeheer;2014;2116;538
4505;Wetenschappelijk onderwijs;052 Milieu en natuurbeheer;2015;2282;516
4506;Wetenschappelijk onderwijs;052 Milieu en natuurbeheer;2016;2595;713
4507;Wetenschappelijk onderwijs;052 Milieu en natuurbeheer;2017;2748;692
4508;Wetenschappelijk onderwijs;052 Milieu en natuurbeheer;2018;3023;729
4509;Wetenschappelijk onderwijs;052 Milieu en natuurbeheer;2019;3343;782
4510;Wetenschappelijk onderwijs;052 Milieu en natuurbeheer;2020;3716;837
4511;Wetenschappelijk onderwijs;052 Milieu en natuurbeheer;2021;3844;864
4512;Wetenschappelijk onderwijs;0520 Milieu en natuurbeheer z.n.d.;2010;0;0
4513;Wetenschappelijk onderwijs;0520 Milieu en natuurbeheer z.n.d.;2011;0;0
4514;Wetenschappelijk onderwijs;0520 Milieu en natuurbeheer z.n.d.;2012;0;0
4515;Wetenschappelijk onderwijs;0520 Milieu en natuurbeheer z.n.d.;2013;0;0
4516;Wetenschappelijk onderwijs;0520 Milieu en natuurbeheer z.n.d.;2014;0;0
4517;Wetenschappelijk onderwijs;0520 Milieu en natuurbeheer z.n.d.;2015;0;0
4518;Wetenschappelijk onderwijs;0520 Milieu en natuurbeheer z.n.d.;2016;0;0
4519;Wetenschappelijk onderwijs;0520 Milieu en natuurbeheer z.n.d.;2017;0;0
4520;Wetenschappelijk onderwijs;0520 Milieu en natuurbeheer z.n.d.;2018;0;0
4521;Wetenschappelijk onderwijs;0520 Milieu en natuurbeheer z.n.d.;2019;0;0
4522;Wetenschappelijk onderwijs;0520 Milieu en natuurbeheer z.n.d.;2020;0;0
4523;Wetenschappelijk onderwijs;0520 Milieu en natuurbeheer z.n.d.;2021;0;0
4524;Wetenschappelijk onderwijs;0521 Milieu;2010;1272;371
4525;Wetenschappelijk onderwijs;0521 Milieu;2011;1377;312
4526;Wetenschappelijk onderwijs;0521 Milieu;2012;1604;366
4527;Wetenschappelijk onderwijs;0521 Milieu;2013;1889;535
4528;Wetenschappelijk onderwijs;0521 Milieu;2014;2116;538
4529;Wetenschappelijk onderwijs;0521 Milieu;2015;2282;516
4530;Wetenschappelijk onderwijs;0521 Milieu;2016;2595;713
4531;Wetenschappelijk onderwijs;0521 Milieu;2017;2748;692
4532;Wetenschappelijk onderwijs;0521 Milieu;2018;3023;729
4533;Wetenschappelijk onderwijs;0521 Milieu;2019;3343;782
4534;Wetenschappelijk onderwijs;0521 Milieu;2020;3716;837
4535;Wetenschappelijk onderwijs;0521 Milieu;2021;3844;864
4536;Wetenschappelijk onderwijs;0522 Natuurbeheer;2010;0;0
4537;Wetenschappelijk onderwijs;0522 Natuurbeheer;2011;0;0
4538;Wetenschappelijk onderwijs;0522 Natuurbeheer;2012;0;0
4539;Wetenschappelijk onderwijs;0522 Natuurbeheer;2013;0;0
4540;Wetenschappelijk onderwijs;0522 Natuurbeheer;2014;0;0
4541;Wetenschappelijk onderwijs;0522 Natuurbeheer;2015;0;0
4542;Wetenschappelijk onderwijs;0522 Natuurbeheer;2016;0;0
4543;Wetenschappelijk onderwijs;0522 Natuurbeheer;2017;0;0
4544;Wetenschappelijk onderwijs;0522 Natuurbeheer;2018;0;0
4545;Wetenschappelijk onderwijs;0522 Natuurbeheer;2019;0;0
4546;Wetenschappelijk onderwijs;0522 Natuurbeheer;2020;0;0
4547;Wetenschappelijk onderwijs;0522 Natuurbeheer;2021;0;0
4548;Wetenschappelijk onderwijs;053 Natuurwetenschappen;2010;6146;1323
4549;Wetenschappelijk onderwijs;053 Natuurwetenschappen;2011;6398;1455
4550;Wetenschappelijk onderwijs;053 Natuurwetenschappen;2012;6774;1546
4551;Wetenschappelijk onderwijs;053 Natuurwetenschappen;2013;7426;1727
4552;Wetenschappelijk onderwijs;053 Natuurwetenschappen;2014;8217;1928
4553;Wetenschappelijk onderwijs;053 Natuurwetenschappen;2015;8703;1849
4554;Wetenschappelijk onderwijs;053 Natuurwetenschappen;2016;9400;2173
4555;Wetenschappelijk onderwijs;053 Natuurwetenschappen;2017;9892;2061
4556;Wetenschappelijk onderwijs;053 Natuurwetenschappen;2018;10236;2087
4557;Wetenschappelijk onderwijs;053 Natuurwetenschappen;2019;10436;2138
4558;Wetenschappelijk onderwijs;053 Natuurwetenschappen;2020;10679;2139
4559;Wetenschappelijk onderwijs;053 Natuurwetenschappen;2021;10704;2228
4560;Wetenschappelijk onderwijs;0530 Natuurwetenschappen z.n.d.;2010;0;0
4561;Wetenschappelijk onderwijs;0530 Natuurwetenschappen z.n.d.;2011;0;0
4562;Wetenschappelijk onderwijs;0530 Natuurwetenschappen z.n.d.;2012;0;0
4563;Wetenschappelijk onderwijs;0530 Natuurwetenschappen z.n.d.;2013;0;0
4564;Wetenschappelijk onderwijs;0530 Natuurwetenschappen z.n.d.;2014;0;0
4565;Wetenschappelijk onderwijs;0530 Natuurwetenschappen z.n.d.;2015;0;0
4566;Wetenschappelijk onderwijs;0530 Natuurwetenschappen z.n.d.;2016;0;0
4567;Wetenschappelijk onderwijs;0530 Natuurwetenschappen z.n.d.;2017;0;0
4568;Wetenschappelijk onderwijs;0530 Natuurwetenschappen z.n.d.;2018;0;0
4569;Wetenschappelijk onderwijs;0530 Natuurwetenschappen z.n.d.;2019;0;0
4570;Wetenschappelijk onderwijs;0530 Natuurwetenschappen z.n.d.;2020;0;0
4571;Wetenschappelijk onderwijs;0530 Natuurwetenschappen z.n.d.;2021;0;0
4572;Wetenschappelijk onderwijs;0531 Scheikunde;2010;1190;234
4573;Wetenschappelijk onderwijs;0531 Scheikunde;2011;1142;225
4574;Wetenschappelijk onderwijs;0531 Scheikunde;2012;1173;247
4575;Wetenschappelijk onderwijs;0531 Scheikunde;2013;1256;288
4576;Wetenschappelijk onderwijs;0531 Scheikunde;2014;1375;350
4577;Wetenschappelijk onderwijs;0531 Scheikunde;2015;1485;359
4578;Wetenschappelijk onderwijs;0531 Scheikunde;2016;1684;409
4579;Wetenschappelijk onderwijs;0531 Scheikunde;2017;1812;401
4580;Wetenschappelijk onderwijs;0531 Scheikunde;2018;1897;410
4581;Wetenschappelijk onderwijs;0531 Scheikunde;2019;1884;364
4582;Wetenschappelijk onderwijs;0531 Scheikunde;2020;1869;358
4583;Wetenschappelijk onderwijs;0531 Scheikunde;2021;1716;318
4584;Wetenschappelijk onderwijs;0532 Aardwetenschappen;2010;1991;437
4585;Wetenschappelijk onderwijs;0532 Aardwetenschappen;2011;2166;486
4586;Wetenschappelijk onderwijs;0532 Aardwetenschappen;2012;2358;520
4587;Wetenschappelijk onderwijs;0532 Aardwetenschappen;2013;2555;520
4588;Wetenschappelijk onderwijs;0532 Aardwetenschappen;2014;2815;576
4589;Wetenschappelijk onderwijs;0532 Aardwetenschappen;2015;2986;579
4590;Wetenschappelijk onderwijs;0532 Aardwetenschappen;2016;3101;621
4591;Wetenschappelijk onderwijs;0532 Aardwetenschappen;2017;3150;522
4592;Wetenschappelijk onderwijs;0532 Aardwetenschappen;2018;3085;527
4593;Wetenschappelijk onderwijs;0532 Aardwetenschappen;2019;3075;574
4594;Wetenschappelijk onderwijs;0532 Aardwetenschappen;2020;2877;545
4595;Wetenschappelijk onderwijs;0532 Aardwetenschappen;2021;2873;550
4596;Wetenschappelijk onderwijs;0533 Natuurkunde;2010;2965;652
4597;Wetenschappelijk onderwijs;0533 Natuurkunde;2011;3090;744
4598;Wetenschappelijk onderwijs;0533 Natuurkunde;2012;3243;779
4599;Wetenschappelijk onderwijs;0533 Natuurkunde;2013;3615;919
4600;Wetenschappelijk onderwijs;0533 Natuurkunde;2014;4027;1002
4601;Wetenschappelijk onderwijs;0533 Natuurkunde;2015;4232;911
4602;Wetenschappelijk onderwijs;0533 Natuurkunde;2016;4615;1143
4603;Wetenschappelijk onderwijs;0533 Natuurkunde;2017;4930;1138
