;Onderwijssoort;Studierichting;Perioden;Enrollment;Freshmen
2827;Hoger beroepsonderwijs;0610 Informatica z.n.d.;2017;0;0
2828;Hoger beroepsonderwijs;0610 Informatica z.n.d.;2018;0;0
2829;Hoger beroepsonderwijs;0610 Informatica z.n.d.;2019;0;0
2830;Hoger beroepsonderwijs;0610 Informatica z.n.d.;2020;0;0
2831;Hoger beroepsonderwijs;0610 Informatica z.n.d.;2021;0;0
2832;Hoger beroepsonderwijs;0611 Computergebruik;2010;0;0
2833;Hoger beroepsonderwijs;0611 Computergebruik;2011;0;0
2834;Hoger beroepsonderwijs;0611 Computergebruik;2012;0;0
2835;Hoger beroepsonderwijs;0611 Computergebruik;2013;0;0
2836;Hoger beroepsonderwijs;0611 Computergebruik;2014;0;0
2837;Hoger beroepsonderwijs;0611 Computergebruik;2015;0;0
2838;Hoger beroepsonderwijs;0611 Computergebruik;2016;0;0
2839;Hoger beroepsonderwijs;0611 Computergebruik;2017;0;0
2840;Hoger beroepsonderwijs;0611 Computergebruik;2018;0;0
2841;Hoger beroepsonderwijs;0611 Computergebruik;2019;0;0
2842;Hoger beroepsonderwijs;0611 Computergebruik;2020;0;0
2843;Hoger beroepsonderwijs;0611 Computergebruik;2021;0;0
2844;Hoger beroepsonderwijs;0612 Ontwerp en beheer van database...;2010;612;138
2845;Hoger beroepsonderwijs;0612 Ontwerp en beheer van database...;2011;713;174
2846;Hoger beroepsonderwijs;0612 Ontwerp en beheer van database...;2012;759;173
2847;Hoger beroepsonderwijs;0612 Ontwerp en beheer van database...;2013;822;189
2848;Hoger beroepsonderwijs;0612 Ontwerp en beheer van database...;2014;418;106
2849;Hoger beroepsonderwijs;0612 Ontwerp en beheer van database...;2015;415;77
2850;Hoger beroepsonderwijs;0612 Ontwerp en beheer van database...;2016;403;75
2851;Hoger beroepsonderwijs;0612 Ontwerp en beheer van database...;2017;431;105
2852;Hoger beroepsonderwijs;0612 Ontwerp en beheer van database...;2018;397;88
2853;Hoger beroepsonderwijs;0612 Ontwerp en beheer van database...;2019;361;92
2854;Hoger beroepsonderwijs;0612 Ontwerp en beheer van database...;2020;374;85
2855;Hoger beroepsonderwijs;0612 Ontwerp en beheer van database...;2021;389;69
2856;Hoger beroepsonderwijs;0613 Softwareontwikkeling en systeema…;2010;13218;3087
2857;Hoger beroepsonderwijs;0613 Softwareontwikkeling en systeema…;2011;13838;3380
2858;Hoger beroepsonderwijs;0613 Softwareontwikkeling en systeema…;2012;13945;3392
2859;Hoger beroepsonderwijs;0613 Softwareontwikkeling en systeema…;2013;15304;3896
2860;Hoger beroepsonderwijs;0613 Softwareontwikkeling en systeema…;2014;16782;4273
2861;Hoger beroepsonderwijs;0613 Softwareontwikkeling en systeema…;2015;18141;4509
2862;Hoger beroepsonderwijs;0613 Softwareontwikkeling en systeema…;2016;19985;5161
2863;Hoger beroepsonderwijs;0613 Softwareontwikkeling en systeema…;2017;22279;6014
2864;Hoger beroepsonderwijs;0613 Softwareontwikkeling en systeema…;2018;24007;6020
2865;Hoger beroepsonderwijs;0613 Softwareontwikkeling en systeema…;2019;24907;5856
2866;Hoger beroepsonderwijs;0613 Softwareontwikkeling en systeema…;2020;26375;6121
2867;Hoger beroepsonderwijs;0613 Softwareontwikkeling en systeema…;2021;26421;5520
2868;Hoger beroepsonderwijs;0619 Informatica overig;2010;0;0
2869;Hoger beroepsonderwijs;0619 Informatica overig;2011;0;0
2870;Hoger beroepsonderwijs;0619 Informatica overig;2012;0;0
2871;Hoger beroepsonderwijs;0619 Informatica overig;2013;0;0
2872;Hoger beroepsonderwijs;0619 Informatica overig;2014;0;0
2873;Hoger beroepsonderwijs;0619 Informatica overig;2015;0;0
2874;Hoger beroepsonderwijs;0619 Informatica overig;2016;0;0
2875;Hoger beroepsonderwijs;0619 Informatica overig;2017;0;0
2876;Hoger beroepsonderwijs;0619 Informatica overig;2018;23;1
2877;Hoger beroepsonderwijs;0619 Informatica overig;2019;25;3
2878;Hoger beroepsonderwijs;0619 Informatica overig;2020;66;25
2879;Hoger beroepsonderwijs;0619 Informatica overig;2021;69;17
2880;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;2010;34544;9000
2881;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;2011;34910;8630
2882;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;2012;35038;8919
2883;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;2013;36490;9271
2884;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;2014;37628;9293
2885;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;2015;38638;9331
2886;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;2016;39661;9581
2887;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;2017;40577;9606
2888;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;2018;41368;9804
2889;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;2019;42191;10091
2890;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;2020;43723;10221
2891;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;2021;43799;9529
2892;Hoger beroepsonderwijs;070 Techniek, industrie, bouwk… z.n.d.;2010;0;0
2893;Hoger beroepsonderwijs;070 Techniek, industrie, bouwk… z.n.d.;2011;0;0
2894;Hoger beroepsonderwijs;070 Techniek, industrie, bouwk… z.n.d.;2012;0;0
2895;Hoger beroepsonderwijs;070 Techniek, industrie, bouwk… z.n.d.;2013;0;0
2896;Hoger beroepsonderwijs;070 Techniek, industrie, bouwk… z.n.d.;2014;0;0
2897;Hoger beroepsonderwijs;070 Techniek, industrie, bouwk… z.n.d.;2015;0;0
2898;Hoger beroepsonderwijs;070 Techniek, industrie, bouwk… z.n.d.;2016;0;0
2899;Hoger beroepsonderwijs;070 Techniek, industrie, bouwk… z.n.d.;2017;0;0
2900;Hoger beroepsonderwijs;070 Techniek, industrie, bouwk… z.n.d.;2018;0;0
2901;Hoger beroepsonderwijs;070 Techniek, industrie, bouwk… z.n.d.;2019;0;0
2902;Hoger beroepsonderwijs;070 Techniek, industrie, bouwk… z.n.d.;2020;0;0
2903;Hoger beroepsonderwijs;070 Techniek, industrie, bouwk… z.n.d.;2021;0;0
2904;Hoger beroepsonderwijs;0700 Techniek, industrie, bouwk… z.n.d.;2010;0;0
2905;Hoger beroepsonderwijs;0700 Techniek, industrie, bouwk… z.n.d.;2011;0;0
2906;Hoger beroepsonderwijs;0700 Techniek, industrie, bouwk… z.n.d.;2012;0;0
2907;Hoger beroepsonderwijs;0700 Techniek, industrie, bouwk… z.n.d.;2013;0;0
2908;Hoger beroepsonderwijs;0700 Techniek, industrie, bouwk… z.n.d.;2014;0;0
2909;Hoger beroepsonderwijs;0700 Techniek, industrie, bouwk… z.n.d.;2015;0;0
2910;Hoger beroepsonderwijs;0700 Techniek, industrie, bouwk… z.n.d.;2016;0;0
2911;Hoger beroepsonderwijs;0700 Techniek, industrie, bouwk… z.n.d.;2017;0;0
2912;Hoger beroepsonderwijs;0700 Techniek, industrie, bouwk… z.n.d.;2018;0;0
2913;Hoger beroepsonderwijs;0700 Techniek, industrie, bouwk… z.n.d.;2019;0;0
2914;Hoger beroepsonderwijs;0700 Techniek, industrie, bouwk… z.n.d.;2020;0;0
2915;Hoger beroepsonderwijs;0700 Techniek, industrie, bouwk… z.n.d.;2021;0;0
2916;Hoger beroepsonderwijs;071 Techniek en technische dienstverl...;2010;18143;4889
2917;Hoger beroepsonderwijs;071 Techniek en technische dienstverl...;2011;18433;4825
2918;Hoger beroepsonderwijs;071 Techniek en technische dienstverl...;2012;18937;5135
2919;Hoger beroepsonderwijs;071 Techniek en technische dienstverl...;2013;20441;5547
2920;Hoger beroepsonderwijs;071 Techniek en technische dienstverl...;2014;21822;5766
2921;Hoger beroepsonderwijs;071 Techniek en technische dienstverl...;2015;22721;5796
2922;Hoger beroepsonderwijs;071 Techniek en technische dienstverl...;2016;23584;5783
2923;Hoger beroepsonderwijs;071 Techniek en technische dienstverl...;2017;24103;5677
2924;Hoger beroepsonderwijs;071 Techniek en technische dienstverl...;2018;24204;5653
2925;Hoger beroepsonderwijs;071 Techniek en technische dienstverl...;2019;24161;5746
2926;Hoger beroepsonderwijs;071 Techniek en technische dienstverl...;2020;24390;5484
2927;Hoger beroepsonderwijs;071 Techniek en technische dienstverl...;2021;23845;5113
2928;Hoger beroepsonderwijs;0710 Techniek en technische... z.n.d.;2010;70;0
2929;Hoger beroepsonderwijs;0710 Techniek en technische... z.n.d.;2011;87;22
2930;Hoger beroepsonderwijs;0710 Techniek en technische... z.n.d.;2012;131;45
2931;Hoger beroepsonderwijs;0710 Techniek en technische... z.n.d.;2013;348;118
2932;Hoger beroepsonderwijs;0710 Techniek en technische... z.n.d.;2014;441;161
2933;Hoger beroepsonderwijs;0710 Techniek en technische... z.n.d.;2015;1405;721
2934;Hoger beroepsonderwijs;0710 Techniek en technische... z.n.d.;2016;1921;800
2935;Hoger beroepsonderwijs;0710 Techniek en technische... z.n.d.;2017;2359;748
2936;Hoger beroepsonderwijs;0710 Techniek en technische... z.n.d.;2018;2843;823
2937;Hoger beroepsonderwijs;0710 Techniek en technische... z.n.d.;2019;3133;775
2938;Hoger beroepsonderwijs;0710 Techniek en technische... z.n.d.;2020;3281;803
2939;Hoger beroepsonderwijs;0710 Techniek en technische... z.n.d.;2021;3306;730
2940;Hoger beroepsonderwijs;0711 Scheikundige technologie en proc…;2010;2898;779
2941;Hoger beroepsonderwijs;0711 Scheikundige technologie en proc…;2011;2990;783
2942;Hoger beroepsonderwijs;0711 Scheikundige technologie en proc…;2012;3174;867
2943;Hoger beroepsonderwijs;0711 Scheikundige technologie en proc…;2013;3505;953
2944;Hoger beroepsonderwijs;0711 Scheikundige technologie en proc…;2014;3961;1115
2945;Hoger beroepsonderwijs;0711 Scheikundige technologie en proc…;2015;4041;1038
2946;Hoger beroepsonderwijs;0711 Scheikundige technologie en proc…;2016;4199;1014
2947;Hoger beroepsonderwijs;0711 Scheikundige technologie en proc…;2017;4242;939
2948;Hoger beroepsonderwijs;0711 Scheikundige technologie en proc…;2018;4240;928
2949;Hoger beroepsonderwijs;0711 Scheikundige technologie en proc…;2019;4164;961
2950;Hoger beroepsonderwijs;0711 Scheikundige technologie en proc…;2020;4191;881
2951;Hoger beroepsonderwijs;0711 Scheikundige technologie en proc…;2021;3960;733
2952;Hoger beroepsonderwijs;0712 Milieubescherming en milieutechn...;2010;168;51
2953;Hoger beroepsonderwijs;0712 Milieubescherming en milieutechn...;2011;224;82
2954;Hoger beroepsonderwijs;0712 Milieubescherming en milieutechn...;2012;252;64
2955;Hoger beroepsonderwijs;0712 Milieubescherming en milieutechn...;2013;256;56
2956;Hoger beroepsonderwijs;0712 Milieubescherming en milieutechn...;2014;302;81
2957;Hoger beroepsonderwijs;0712 Milieubescherming en milieutechn...;2015;223;0
2958;Hoger beroepsonderwijs;0712 Milieubescherming en milieutechn...;2016;153;0
2959;Hoger beroepsonderwijs;0712 Milieubescherming en milieutechn...;2017;104;1
2960;Hoger beroepsonderwijs;0712 Milieubescherming en milieutechn...;2018;57;1
2961;Hoger beroepsonderwijs;0712 Milieubescherming en milieutechn...;2019;9;0
2962;Hoger beroepsonderwijs;0712 Milieubescherming en milieutechn...;2020;7;0
2963;Hoger beroepsonderwijs;0712 Milieubescherming en milieutechn...;2021;1;0
2964;Hoger beroepsonderwijs;0713 Elektro- en energietechniek;2010;3986;1039
2965;Hoger beroepsonderwijs;0713 Elektro- en energietechniek;2011;3828;997
2966;Hoger beroepsonderwijs;0713 Elektro- en energietechniek;2012;3570;952
2967;Hoger beroepsonderwijs;0713 Elektro- en energietechniek;2013;3569;902
2968;Hoger beroepsonderwijs;0713 Elektro- en energietechniek;2014;3596;932
2969;Hoger beroepsonderwijs;0713 Elektro- en energietechniek;2015;3579;869
2970;Hoger beroepsonderwijs;0713 Elektro- en energietechniek;2016;3633;866
2971;Hoger beroepsonderwijs;0713 Elektro- en energietechniek;2017;3669;863
2972;Hoger beroepsonderwijs;0713 Elektro- en energietechniek;2018;3603;815
2973;Hoger beroepsonderwijs;0713 Elektro- en energietechniek;2019;3687;890
2974;Hoger beroepsonderwijs;0713 Elektro- en energietechniek;2020;3605;746
2975;Hoger beroepsonderwijs;0713 Elektro- en energietechniek;2021;3431;774
2976;Hoger beroepsonderwijs;0714 Elektronica en industriële autom...;2010;358;109
2977;Hoger beroepsonderwijs;0714 Elektronica en industriële autom...;2011;539;201
2978;Hoger beroepsonderwijs;0714 Elektronica en industriële autom...;2012;1068;374
2979;Hoger beroepsonderwijs;0714 Elektronica en industriële autom...;2013;1268;425
2980;Hoger beroepsonderwijs;0714 Elektronica en industriële autom...;2014;1438;437
2981;Hoger beroepsonderwijs;0714 Elektronica en industriële autom...;2015;1431;382
2982;Hoger beroepsonderwijs;0714 Elektronica en industriële autom...;2016;1550;458
2983;Hoger beroepsonderwijs;0714 Elektronica en industriële autom...;2017;1702;498
2984;Hoger beroepsonderwijs;0714 Elektronica en industriële autom...;2018;1752;479
2985;Hoger beroepsonderwijs;0714 Elektronica en industriële autom...;2019;1932;578
2986;Hoger beroepsonderwijs;0714 Elektronica en industriële autom...;2020;2113;574
2987;Hoger beroepsonderwijs;0714 Elektronica en industriële autom...;2021;2300;540
2988;Hoger beroepsonderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2010;6276;1695
2989;Hoger beroepsonderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2011;6130;1471
2990;Hoger beroepsonderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2012;5868;1510
2991;Hoger beroepsonderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2013;6086;1655
2992;Hoger beroepsonderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2014;6307;1614
2993;Hoger beroepsonderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2015;6501;1629
2994;Hoger beroepsonderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2016;6518;1452
2995;Hoger beroepsonderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2017;6517;1431
2996;Hoger beroepsonderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2018;6464;1438
2997;Hoger beroepsonderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2019;6240;1369
2998;Hoger beroepsonderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2020;6155;1307
2999;Hoger beroepsonderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2021;5891;1212
3000;Hoger beroepsonderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2010;1837;507
3001;Hoger beroepsonderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2011;1838;487
3002;Hoger beroepsonderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2012;1889;526
3003;Hoger beroepsonderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2013;2088;554
3004;Hoger beroepsonderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2014;2268;599
3005;Hoger beroepsonderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2015;2304;624
3006;Hoger beroepsonderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2016;2458;616
3007;Hoger beroepsonderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2017;2649;749
3008;Hoger beroepsonderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2018;2650;678
3009;Hoger beroepsonderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2019;2636;682
3010;Hoger beroepsonderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2020;2748;677
3011;Hoger beroepsonderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2021;2791;657
3012;Hoger beroepsonderwijs;0719 Techniek en technische dienstver...;2010;2550;709
3013;Hoger beroepsonderwijs;0719 Techniek en technische dienstver...;2011;2797;782
3014;Hoger beroepsonderwijs;0719 Techniek en technische dienstver...;2012;2985;797
3015;Hoger beroepsonderwijs;0719 Techniek en technische dienstver...;2013;3321;884
3016;Hoger beroepsonderwijs;0719 Techniek en technische dienstver...;2014;3509;827
3017;Hoger beroepsonderwijs;0719 Techniek en technische dienstver...;2015;3237;533
3018;Hoger beroepsonderwijs;0719 Techniek en technische dienstver...;2016;3152;577
3019;Hoger beroepsonderwijs;0719 Techniek en technische dienstver...;2017;2861;448
3020;Hoger beroepsonderwijs;0719 Techniek en technische dienstver...;2018;2595;491
3021;Hoger beroepsonderwijs;0719 Techniek en technische dienstver...;2019;2360;491
3022;Hoger beroepsonderwijs;0719 Techniek en technische dienstver...;2020;2290;496
3023;Hoger beroepsonderwijs;0719 Techniek en technische dienstver...;2021;2165;467
3024;Hoger beroepsonderwijs;072 Levensmiddelentechnologie- en ...;2010;1962;533
3025;Hoger beroepsonderwijs;072 Levensmiddelentechnologie- en ...;2011;2041;564
3026;Hoger beroepsonderwijs;072 Levensmiddelentechnologie- en ...;2012;2218;666
3027;Hoger beroepsonderwijs;072 Levensmiddelentechnologie- en ...;2013;2537;778
3028;Hoger beroepsonderwijs;072 Levensmiddelentechnologie- en ...;2014;2728;767
3029;Hoger beroepsonderwijs;072 Levensmiddelentechnologie- en ...;2015;2933;753
3030;Hoger beroepsonderwijs;072 Levensmiddelentechnologie- en ...;2016;3025;796
3031;Hoger beroepsonderwijs;072 Levensmiddelentechnologie- en ...;2017;2954;699
3032;Hoger beroepsonderwijs;072 Levensmiddelentechnologie- en ...;2018;2859;689
3033;Hoger beroepsonderwijs;072 Levensmiddelentechnologie- en ...;2019;2839;669
3034;Hoger beroepsonderwijs;072 Levensmiddelentechnologie- en ...;2020;2849;669
3035;Hoger beroepsonderwijs;072 Levensmiddelentechnologie- en ...;2021;2864;631
3036;Hoger beroepsonderwijs;0720 Levensmiddelentechnologie... z.n.d.;2010;0;0
3037;Hoger beroepsonderwijs;0720 Levensmiddelentechnologie... z.n.d.;2011;0;0
3038;Hoger beroepsonderwijs;0720 Levensmiddelentechnologie... z.n.d.;2012;0;0
3039;Hoger beroepsonderwijs;0720 Levensmiddelentechnologie... z.n.d.;2013;0;0
3040;Hoger beroepsonderwijs;0720 Levensmiddelentechnologie... z.n.d.;2014;0;0
3041;Hoger beroepsonderwijs;0720 Levensmiddelentechnologie... z.n.d.;2015;0;0
3042;Hoger beroepsonderwijs;0720 Levensmiddelentechnologie... z.n.d.;2016;0;0
3043;Hoger beroepsonderwijs;0720 Levensmiddelentechnologie... z.n.d.;2017;0;0
3044;Hoger beroepsonderwijs;0720 Levensmiddelentechnologie... z.n.d.;2018;0;0
3045;Hoger beroepsonderwijs;0720 Levensmiddelentechnologie... z.n.d.;2019;0;0
3046;Hoger beroepsonderwijs;0720 Levensmiddelentechnologie... z.n.d.;2020;0;0
3047;Hoger beroepsonderwijs;0720 Levensmiddelentechnologie... z.n.d.;2021;0;0
3048;Hoger beroepsonderwijs;0721 Levensmiddelentechnologie;2010;449;130
3049;Hoger beroepsonderwijs;0721 Levensmiddelentechnologie;2011;509;130
3050;Hoger beroepsonderwijs;0721 Levensmiddelentechnologie;2012;554;148
3051;Hoger beroepsonderwijs;0721 Levensmiddelentechnologie;2013;708;217
3052;Hoger beroepsonderwijs;0721 Levensmiddelentechnologie;2014;811;239
3053;Hoger beroepsonderwijs;0721 Levensmiddelentechnologie;2015;916;245
3054;Hoger beroepsonderwijs;0721 Levensmiddelentechnologie;2016;1010;293
3055;Hoger beroepsonderwijs;0721 Levensmiddelentechnologie;2017;1048;243
3056;Hoger beroepsonderwijs;0721 Levensmiddelentechnologie;2018;1019;219
3057;Hoger beroepsonderwijs;0721 Levensmiddelentechnologie;2019;1016;208
3058;Hoger beroepsonderwijs;0721 Levensmiddelentechnologie;2020;928;175
3059;Hoger beroepsonderwijs;0721 Levensmiddelentechnologie;2021;849;145
3060;Hoger beroepsonderwijs;0722 Houtbewerking, papier-, kunststo…;2010;0;0
3061;Hoger beroepsonderwijs;0722 Houtbewerking, papier-, kunststo…;2011;0;0
3062;Hoger beroepsonderwijs;0722 Houtbewerking, papier-, kunststo…;2012;0;0
3063;Hoger beroepsonderwijs;0722 Houtbewerking, papier-, kunststo…;2013;0;0
3064;Hoger beroepsonderwijs;0722 Houtbewerking, papier-, kunststo…;2014;0;0
3065;Hoger beroepsonderwijs;0722 Houtbewerking, papier-, kunststo…;2015;0;0
3066;Hoger beroepsonderwijs;0722 Houtbewerking, papier-, kunststo…;2016;0;0
3067;Hoger beroepsonderwijs;0722 Houtbewerking, papier-, kunststo…;2017;0;0
3068;Hoger beroepsonderwijs;0722 Houtbewerking, papier-, kunststo…;2018;0;0
3069;Hoger beroepsonderwijs;0722 Houtbewerking, papier-, kunststo…;2019;0;0
3070;Hoger beroepsonderwijs;0722 Houtbewerking, papier-, kunststo…;2020;0;0
3071;Hoger beroepsonderwijs;0722 Houtbewerking, papier-, kunststo…;2021;0;0
3072;Hoger beroepsonderwijs;0723 Textiel-, kleding-, schoenen-, ...;2010;1513;403
3073;Hoger beroepsonderwijs;0723 Textiel-, kleding-, schoenen-, ...;2011;1532;434
3074;Hoger beroepsonderwijs;0723 Textiel-, kleding-, schoenen-, ...;2012;1664;518
3075;Hoger beroepsonderwijs;0723 Textiel-, kleding-, schoenen-, ...;2013;1829;561
3076;Hoger beroepsonderwijs;0723 Textiel-, kleding-, schoenen-, ...;2014;1917;528
3077;Hoger beroepsonderwijs;0723 Textiel-, kleding-, schoenen-, ...;2015;2017;508
3078;Hoger beroepsonderwijs;0723 Textiel-, kleding-, schoenen-, ...;2016;2015;503
3079;Hoger beroepsonderwijs;0723 Textiel-, kleding-, schoenen-, ...;2017;1906;456
3080;Hoger beroepsonderwijs;0723 Textiel-, kleding-, schoenen-, ...;2018;1840;470
3081;Hoger beroepsonderwijs;0723 Textiel-, kleding-, schoenen-, ...;2019;1823;461
3082;Hoger beroepsonderwijs;0723 Textiel-, kleding-, schoenen-, ...;2020;1921;494
3083;Hoger beroepsonderwijs;0723 Textiel-, kleding-, schoenen-, ...;2021;2015;486
3084;Hoger beroepsonderwijs;0724 Delfstofwinning;2010;0;0
3085;Hoger beroepsonderwijs;0724 Delfstofwinning;2011;0;0
3086;Hoger beroepsonderwijs;0724 Delfstofwinning;2012;0;0
3087;Hoger beroepsonderwijs;0724 Delfstofwinning;2013;0;0
3088;Hoger beroepsonderwijs;0724 Delfstofwinning;2014;0;0
3089;Hoger beroepsonderwijs;0724 Delfstofwinning;2015;0;0
3090;Hoger beroepsonderwijs;0724 Delfstofwinning;2016;0;0
3091;Hoger beroepsonderwijs;0724 Delfstofwinning;2017;0;0
3092;Hoger beroepsonderwijs;0724 Delfstofwinning;2018;0;0
3093;Hoger beroepsonderwijs;0724 Delfstofwinning;2019;0;0
3094;Hoger beroepsonderwijs;0724 Delfstofwinning;2020;0;0
3095;Hoger beroepsonderwijs;0724 Delfstofwinning;2021;0;0
3096;Hoger beroepsonderwijs;073 Architectuur en bouwkunde;2010;14439;3578
3097;Hoger beroepsonderwijs;073 Architectuur en bouwkunde;2011;14436;3241
3098;Hoger beroepsonderwijs;073 Architectuur en bouwkunde;2012;13883;3118
3099;Hoger beroepsonderwijs;073 Architectuur en bouwkunde;2013;13512;2946
3100;Hoger beroepsonderwijs;073 Architectuur en bouwkunde;2014;13078;2760
3101;Hoger beroepsonderwijs;073 Architectuur en bouwkunde;2015;12984;2782
3102;Hoger beroepsonderwijs;073 Architectuur en bouwkunde;2016;13052;3002
3103;Hoger beroepsonderwijs;073 Architectuur en bouwkunde;2017;13520;3230
3104;Hoger beroepsonderwijs;073 Architectuur en bouwkunde;2018;14305;3462
3105;Hoger beroepsonderwijs;073 Architectuur en bouwkunde;2019;15191;3676
3106;Hoger beroepsonderwijs;073 Architectuur en bouwkunde;2020;16484;4068
3107;Hoger beroepsonderwijs;073 Architectuur en bouwkunde;2021;17090;3785
3108;Hoger beroepsonderwijs;0730 Architectuur en bouwkunde z.n.d.;2010;0;0
3109;Hoger beroepsonderwijs;0730 Architectuur en bouwkunde z.n.d.;2011;0;0
3110;Hoger beroepsonderwijs;0730 Architectuur en bouwkunde z.n.d.;2012;0;0
3111;Hoger beroepsonderwijs;0730 Architectuur en bouwkunde z.n.d.;2013;0;0
3112;Hoger beroepsonderwijs;0730 Architectuur en bouwkunde z.n.d.;2014;0;0
3113;Hoger beroepsonderwijs;0730 Architectuur en bouwkunde z.n.d.;2015;0;0
3114;Hoger beroepsonderwijs;0730 Architectuur en bouwkunde z.n.d.;2016;0;0
3115;Hoger beroepsonderwijs;0730 Architectuur en bouwkunde z.n.d.;2017;0;0
3116;Hoger beroepsonderwijs;0730 Architectuur en bouwkunde z.n.d.;2018;0;0
3117;Hoger beroepsonderwijs;0730 Architectuur en bouwkunde z.n.d.;2019;0;0
3118;Hoger beroepsonderwijs;0730 Architectuur en bouwkunde z.n.d.;2020;0;0
3119;Hoger beroepsonderwijs;0730 Architectuur en bouwkunde z.n.d.;2021;0;0
3120;Hoger beroepsonderwijs;0731 Architectuur en stedebouwkunde;2010;3568;774
3121;Hoger beroepsonderwijs;0731 Architectuur en stedebouwkunde;2011;3642;726
3122;Hoger beroepsonderwijs;0731 Architectuur en stedebouwkunde;2012;3537;667
3123;Hoger beroepsonderwijs;0731 Architectuur en stedebouwkunde;2013;3484;692
3124;Hoger beroepsonderwijs;0731 Architectuur en stedebouwkunde;2014;3325;596
3125;Hoger beroepsonderwijs;0731 Architectuur en stedebouwkunde;2015;4252;1205
3126;Hoger beroepsonderwijs;0731 Architectuur en stedebouwkunde;2016;4865;1403
3127;Hoger beroepsonderwijs;0731 Architectuur en stedebouwkunde;2017;5738;1545
3128;Hoger beroepsonderwijs;0731 Architectuur en stedebouwkunde;2018;6603;1570
3129;Hoger beroepsonderwijs;0731 Architectuur en stedebouwkunde;2019;7366;1698
3130;Hoger beroepsonderwijs;0731 Architectuur en stedebouwkunde;2020;8105;1925
3131;Hoger beroepsonderwijs;0731 Architectuur en stedebouwkunde;2021;8454;1693
3132;Hoger beroepsonderwijs;0732 Bouwkunde en civiele techniek;2010;10871;2804
3133;Hoger beroepsonderwijs;0732 Bouwkunde en civiele techniek;2011;10794;2515
3134;Hoger beroepsonderwijs;0732 Bouwkunde en civiele techniek;2012;10346;2451
3135;Hoger beroepsonderwijs;0732 Bouwkunde en civiele techniek;2013;10028;2254
3136;Hoger beroepsonderwijs;0732 Bouwkunde en civiele techniek;2014;9753;2164
3137;Hoger beroepsonderwijs;0732 Bouwkunde en civiele techniek;2015;8732;1577
3138;Hoger beroepsonderwijs;0732 Bouwkunde en civiele techniek;2016;8187;1599
3139;Hoger beroepsonderwijs;0732 Bouwkunde en civiele techniek;2017;7782;1685
3140;Hoger beroepsonderwijs;0732 Bouwkunde en civiele techniek;2018;7702;1892
3141;Hoger beroepsonderwijs;0732 Bouwkunde en civiele techniek;2019;7825;1978
3142;Hoger beroepsonderwijs;0732 Bouwkunde en civiele techniek;2020;8379;2143
3143;Hoger beroepsonderwijs;0732 Bouwkunde en civiele techniek;2021;8636;2092
3144;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;2010;3776;1023
3145;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;2011;3674;922
3146;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;2012;3664;896
3147;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;2013;3773;926
3148;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;2014;3895;950
3149;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;2015;4015;928
3150;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;2016;4231;1011
